chr1	0	1000000	1	1518	0.12587
chr1	1000000	2000000	2	2428	0.19489
chr1	2000000	3000000	3	1179	0.106055
chr1	3000000	4000000	4	1161	0.07837
chr1	4000000	5000000	5	456	0.020371
chr1	5000000	6000000	6	203	0.014574
chr1	6000000	7000000	7	1480	0.106616
chr1	7000000	8000000	8	386	0.027023
chr1	8000000	9000000	9	497	0.037259
chr1	9000000	10000000	10	759	0.064532
chr1	10000000	11000000	11	718	0.067611
chr1	11000000	12000000	12	1412	0.10364
chr1	12000000	13000000	13	1659	0.073979
chr1	13000000	14000000	14	463	0.05495
chr1	14000000	15000000	15	176	0.012515
chr1	15000000	16000000	16	953	0.07777
chr1	16000000	17000000	17	2051	0.124958
chr1	17000000	18000000	18	1551	0.070371
chr1	18000000	19000000	19	442	0.018151
chr1	19000000	20000000	20	1047	0.08385
chr1	20000000	21000000	21	1009	0.070412
chr1	21000000	22000000	22	756	0.056251
chr1	22000000	23000000	23	974	0.065599
chr1	23000000	24000000	24	932	0.07501
chr1	24000000	25000000	25	1255	0.109401
chr1	25000000	26000000	26	462	0.04829
chr1	26000000	27000000	27	1237	0.106213
chr1	27000000	28000000	28	1158	0.09649
chr1	28000000	29000000	29	775	0.082241
chr1	29000000	30000000	30	535	0.042898
chr1	30000000	31000000	31	68	0.004359
chr1	31000000	32000000	32	568	0.049871
chr1	32000000	33000000	33	1255	0.121917
chr1	33000000	34000000	34	1097	0.09755
chr1	34000000	35000000	35	880	0.02406
chr1	35000000	36000000	36	795	0.067158
chr1	36000000	37000000	37	1232	0.115787
chr1	37000000	38000000	38	335	0.02014
chr1	38000000	39000000	39	875	0.078458
chr1	39000000	40000000	40	850	0.0691
chr1	40000000	41000000	41	1058	0.089805
chr1	41000000	42000000	42	666	0.05359
chr1	42000000	43000000	43	506	0.038376
chr1	43000000	44000000	44	1204	0.100587
chr1	44000000	45000000	45	947	0.07216
chr1	45000000	46000000	46	936	0.078415
chr1	46000000	47000000	47	962	0.087647
chr1	47000000	48000000	48	1386	0.088293
chr1	48000000	49000000	49	412	0.030278
chr1	49000000	50000000	50	183	0.009714
chr1	50000000	51000000	51	466	0.022404
chr1	51000000	52000000	52	344	0.03582
chr1	52000000	53000000	53	808	0.088507
chr1	53000000	54000000	54	1066	0.086756
chr1	54000000	55000000	55	645	0.05929
chr1	55000000	56000000	56	1038	0.066519
chr1	56000000	57000000	57	270	0.013973
