chr1	0	1000000	1	4381	0.830706
chr1	1000000	2000000	2	6592	0.661638
chr1	2000000	3000000	3	11283	0.821298
chr1	3000000	4000000	4	9166	0.863112
chr1	4000000	5000000	5	22783	0.977038
chr1	5000000	6000000	6	22627	0.985426
chr1	6000000	7000000	7	6833	0.784133
chr1	7000000	8000000	8	11828	0.955621
chr1	8000000	9000000	9	8374	0.919065
chr1	9000000	10000000	10	7517	0.85956
chr1	10000000	11000000	11	7723	0.889876
chr1	11000000	12000000	12	8627	0.813206
chr1	12000000	13000000	13	10000	0.859048
chr1	13000000	14000000	14	5206	0.876056
chr1	14000000	15000000	15	14068	0.974126
chr1	15000000	16000000	16	8548	0.870501
chr1	16000000	17000000	17	7989	0.794161
chr1	17000000	18000000	18	9913	0.872088
chr1	18000000	19000000	19	16318	0.968195
chr1	19000000	20000000	20	8338	0.842752
chr1	20000000	21000000	21	10447	0.878315
chr1	21000000	22000000	22	7384	0.869862
chr1	22000000	23000000	23	8622	0.86813
chr1	23000000	24000000	24	8595	0.863356
chr1	24000000	25000000	25	6621	0.807889
chr1	25000000	26000000	26	7380	0.913252
chr1	26000000	27000000	27	7112	0.798428
chr1	27000000	28000000	28	6352	0.810253
chr1	28000000	29000000	29	6695	0.839071
chr1	29000000	30000000	30	8571	0.930708
chr1	30000000	31000000	31	17171	0.995641
chr1	31000000	32000000	32	9150	0.89916
chr1	32000000	33000000	33	7185	0.783392
chr1	33000000	34000000	34	6672	0.824471
chr1	34000000	35000000	35	23093	0.960043
chr1	35000000	36000000	36	11007	0.891617
chr1	36000000	37000000	37	6611	0.807038
chr1	37000000	38000000	38	15648	0.969251
chr1	38000000	39000000	39	11815	0.869578
chr1	39000000	40000000	40	9410	0.881759
chr1	40000000	41000000	41	7773	0.83064
chr1	41000000	42000000	42	8245	0.901476
chr1	42000000	43000000	43	9461	0.923579
chr1	43000000	44000000	44	8204	0.815981
chr1	44000000	45000000	45	8003	0.866125
chr1	45000000	46000000	46	7392	0.856253
chr1	46000000	47000000	47	7101	0.858254
chr1	47000000	48000000	48	11622	0.837703
chr1	48000000	49000000	49	11249	0.956127
chr1	49000000	50000000	50	16115	0.981945
chr1	50000000	51000000	51	19675	0.957675
chr1	51000000	52000000	52	8462	0.931915
chr1	52000000	53000000	53	6922	0.868032
chr1	53000000	54000000	54	8745	0.865714
chr1	54000000	55000000	55	8480	0.887114
chr1	55000000	56000000	56	10793	0.89346
chr1	56000000	57000000	57	19513	0.986027
chr1	57000000	58000000	58	21083	0.950425
chr1	58000000	59000000	59	17377	0.986607
